YEAR;REP;var;Variety;FAO cicle;Sowing date;Flowering date;Harvest date;Fresh Total;Fresh Ear Percentage;Fresh Foliage Percentage;Dry Total;Dry Ear Percentage;Dry Foliage Percentage
2017;D;9;ANJOU387;300;08/05/2017;11/08/2017;18/09/2017;56,18;38,48;61,52;23,05;58,22;41,78
2017;D;10;EXTASIA;300;08/05/2017;11/08/2017;26/09/2017;61,32;42,77;57,23;28,08;59,75;40,25
2017;D;11;SY ZEPHIR;300;08/05/2017;11/08/2017;18/09/2017;57,58;45,00;55,00;25,38;60,61;39,39
2017;D;12;KREON;300;08/05/2017;11/08/2017;18/09/2017;65,81;41,47;58,53;27,23;58,23;41,77
2017;D;13;LG 30.369;300;08/05/2017;11/08/2017;18/09/2017;54,70;39,81;60,19;20,21;63,73;36,27
2017;D;14;LG 30.444;400;08/05/2017;18/08/2017;26/09/2017;52,41;42,11;57,89;23,24;60,52;39,48
2017;D;15;AAPOTHEOZ;400;08/05/2017;18/08/2017;26/09/2017;50,91;45,42;54,58;22,37;62,37;37,63
2017;D;16;SY GIBRA;400;08/05/2017;18/08/2017;26/09/2017;59,03;47,38;52,62;27,46;61,73;38,27
2017;D;17;MADISSON;260;08/05/2017;31/07/2017;06/09/2017;49,00;38,13;61,87;18,36;60,42;39,58
2018;A;1;MISTERI;200;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;2;SIMPATICO KWS;260;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;3;KONFLUENS;260;23/05/2018;10/08/2018;19/09/2018;33,01;38,31;61,69;13,87;53,93;46,07
2018;A;4;LG 31.295;200;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;5;DARIDOR;250;23/05/2018;10/08/2018;19/09/2018;20,42;38,19;61,81;9,24;53,29;46,71
2018;A;6;MADISSON;260;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;7;HOTSPOT;300;23/05/2018;17/08/2018;26/09/2018;42,14;37,12;62,88;15,89;58,58;41,42
2018;A;8;QUERZI;300;23/05/2018;21/08/2018;26/09/2018;42,18;35,79;64,21;15,40;57,14;42,86
2018;A;9;ES DEBUSSY;350;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;10;ES HORNET;300;23/05/2018;28/08/2018;26/09/2018;55,39;35,37;64,63;20,45;53,33;46,67
2018;A;11;KENOBIS;350;23/05/2018;21/08/2018;03/10/2018;22,80;42,76;57,24;9,69;60,33;39,67
2018;A;12;LG 30.369;300;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;13;SY GIBRA;400;23/05/2018;28/08/2018;03/10/2018;34,78;41,35;58,65;14,03;56,95;43,05
2018;A;14;ISULEA;400;23/05/2018;Eliminated;Eliminated;No data;No data;No data;No data;No data;No data
2018;A;15;NS 5059;400;23/05/2018;07/09/2018;03/10/2018;27,72;33,49;66,51;10,14;53,55;46,45
2018;B;1;MISTERI;200;23/05/2018;21/08/2018;19/09/2018;46,10;34,67;65,33;17,47;53,09;46,91
2018;B;2;SIMPATICO KWS;260;23/05/2018;28/08/2018;19/09/2018;42,72;35,56;64,44;17,14;51,31;48,69
2018;B;3;KONFLUENS;260;23/05/2018;10/08/2018;19/09/2018;37,12;36,91;63,09;13,63;57,44;42,56
2018;B;4;LG 31.295;200;23/05/2018;10/08/2018;19/09/2018;27,33;34,75;65,25;10,96;50,63;49,37
2018;B;5;DARIDOR;250;23/05/2018;10/08/2018;19/09/2018;26,43;40,19;59,81;11,81;55,06;44,94
2018;B;6;MADISSON;260;23/05/2018;10/08/2018;19/09/2018;39,21;37,87;62,13;15,11;57,27;42,73
2018;B;7;HOTSPOT;300;23/05/2018;10/08/2018;26/09/2018;39,98;36,36;63,64;15,52;56,28;43,72
2018;B;8;QUERZI;300;23/05/2018;28/08/2018;26/09/2018;39,84;31,61;68,39;13,93;52,09;47,91
2018;B;9;ES DEBUSSY;350;23/05/2018;28/08/2018;03/10/2018;33,61;36,25;63,75;12,98;55,77;44,23
2018;B;10;ES HORNET;300;23/05/2018;28/08/2018;26/09/2018;34,08;37,78;62,22;13,41;54,43;45,57
2018;B;11;KENOBIS;350;23/05/2018;21/08/2018;26/09/2018;21,78;37,64;62,36;8,71;57,24;42,76
2018;B;12;LG 30.369;300;23/05/2018;28/08/2018;03/10/2018;32,29;35,69;64,31;11,71;57,91;42,09
2018;B;13;SY GIBRA;400;23/05/2018;28/08/2018;03/10/2018;52,18;41,42;58,58;21,88;56,62;43,38
2018;B;14;ISULEA;400;23/05/2018;21/08/2018;03/10/2018;37,10;37,84;62,16;13,90;58,82;41,18
2018;B;15;NS 5059;400;23/05/2018;28/08/2018;03/10/2018;28,09;32,24;67,76;9,81;53,72;46,28
2018;C;1;MISTERI;200;23/05/2018;10/08/2018;19/09/2018;58,50;35,27;64,73;20,84;56,34;43,66
2018;C;2;SIMPATICO KWS;260;23/05/2018;10/08/2018;19/09/2018;41,40;35,33;64,67;16,84;50,68;49,32
2018;C;3;KONFLUENS;260;23/05/2018;03/08/2018;19/09/2018;42,03;38,11;61,89;17,29;53,90;46,10
2018;C;4;LG 31.295;200;23/05/2018;10/08/2018;19/09/2018;47,87;35,34;64,66;18,05;53,26;46,74
2018;C;5;DARIDOR;250;23/05/2018;10/08/2018;19/09/2018;34,74;41,73;58,27;15,52;58,17;41,83
2018;C;6;MADISSON;260;23/05/2018;10/08/2018;19/09/2018;41,49;38,46;61,54;15,35;58,70;41,30
2018;C;7;HOTSPOT;300;23/05/2018;10/08/2018;26/09/2018;44,25;36,59;63,41;17,06;58,08;41,92
2018;C;8;QUERZI;300;23/05/2018;28/08/2018;26/09/2018;42,17;33,13;66,88;15,05;52,37;47,63
2018;C;9;ES DEBUSSY;350;23/05/2018;28/08/2018;03/10/2018;41,16;35,17;64,83;15,49;55,98;44,02
2018;C;10;ES HORNET;300;23/05/2018;10/08/2018;26/09/2018;36,08;38,46;61,54;15,02;53,74;46,26
2018;C;11;KENOBIS;350;23/05/2018;21/08/2018;03/10/2018;40,29;35,95;64,05;16,45;54,99;45,01
2018;C;12;LG 30.369;300;23/05/2018;28/08/2018;26/09/2018;41,87;35,22;64,78;15,60;55,70;44,30
2018;C;13;SY GIBRA;400;23/05/2018;28/08/2018;03/10/2018;57,17;39,62;60,38;22,69;57,92;42,08
2018;C;14;ISULEA;400;23/05/2018;28/08/2018;03/10/2018;61,75;34,44;65,56;23,04;53,90;46,10
2018;C;15;NS 5059;400;23/05/2018;07/09/2018;03/10/2018;63,10;29,74;70,26;20,23;52,48;47,52
2018;D;1;MISTERI;200;23/05/2018;10/08/2018;19/09/2018;37,35;38,33;61,67;15,46;53,60;46,40
2018;D;2;SIMPATICO KWS;260;23/05/2018;10/08/2018;19/09/2018;43,20;35,74;64,26;17,76;50,11;49,89
2018;D;3;KONFLUENS;260;23/05/2018;10/08/2018;19/09/2018;40,72;37,96;62,04;16,08;56,22;43,78
2018;D;4;LG 31.295;200;23/05/2018;21/08/2018;19/09/2018;41,60;34,17;65,83;17,19;46,92;53,08
2018;D;5;DARIDOR;250;23/05/2018;10/08/2018;19/09/2018;30,35;44,69;55,31;14,50;58,95;41,05
2018;D;6;MADISSON;260;23/05/2018;21/08/2018;19/09/2018;32,12;37,85;62,15;12,20;55,85;44,15
2018;D;7;HOTSPOT;300;23/05/2018;21/08/2018;26/09/2018;59,79;36,89;63,11;21,81;58,75;41,25
2018;D;8;QUERZI;300;23/05/2018;07/09/2018;26/09/2018;60,94;33,85;66,15;20,15;55,88;44,12
2018;D;9;ES DEBUSSY;350;23/05/2018;07/09/2018;03/10/2018;66,58;35,75;64,25;24,75;56,12;43,88
2018;D;10;ES HORNET;300;23/05/2018;28/08/2018;26/09/2018;48,18;38,13;61,87;18,20;56,15;43,85
2018;D;11;KENOBIS;350;23/05/2018;21/08/2018;03/10/2018;47,78;39,94;60,06;19,99;56,79;43,21
2018;D;12;LG 30.369;300;23/05/2018;28/08/2018;03/10/2018;56,31;34,10;65,90;19,33;56,45;43,55
2018;D;13;SY GIBRA;400;23/05/2018;07/09/2018;03/10/2018;44,26;40,00;60,00;18,27;55,38;44,62
2018;D;14;ISULEA;400;23/05/2018;28/08/2018;03/10/2018;56,46;37,95;62,05;21,99;55,62;44,38
2018;D;15;NS 5059;400;23/05/2018;07/09/2018;03/10/2018;41,23;31,05;68,95;14,13;52,24;47,76
2019;A;1;LG 31.295;200;09/05/2019;29/07/2019;28/08/2019;50,03;31,02;68,98;17,56;43,09;56,91
2019;A;2;CODIBLUES;250;09/05/2019;29/07/2019;28/08/2019;48,26;30,68;69,32;16,78;47,42;52,58
2019;A;3;SY ORPHEUS;300;09/05/2019;07/08/2019;04/09/2019;58,22;31,93;68,07;20,23;46,13;53,87
2019;A;4;HOTSPOT;300;09/05/2019;07/08/2019;04/09/2019;62,02;28,75;71,25;19,67;46,46;53,54
2019;A;5;FILAE;300;09/05/2019;07/08/2019;04/09/2019;66,53;27,94;72,06;21,50;41,43;58,57
2019;A;6;QUERZI;300;09/05/2019;09/08/2019;12/09/2019;63,13;28,97;71,03;19,77;46,73;53,27
2019;A;7;PIXARI;300;09/05/2019;05/08/2019;04/09/2019;56,42;31,15;68,85;19,50;49,21;50,79
2019;A;8;ES HORNET;300;09/05/2019;07/08/2019;04/09/2019;59,75;33,16;66,84;20,13;46,71;53,29
2019;A;9;KIDEMOS;300;09/05/2019;07/08/2019;28/08/2019;54,05;32,78;67,22;18,17;45,51;54,49
2019;A;10;KENOBIS;350;09/05/2019;09/08/2019;12/09/2019;58,57;31,85;68,15;18,76;52,53;47,47
2019;A;11;LG 30.369 (LIMANOVA);300;09/05/2019;13/08/2019;12/09/2019;47,76;31,96;68,04;16,42;49,94;50,06
2019;A;12;KWS ROMERO;450;09/05/2019;07/08/2019;12/09/2019;55,69;36,31;63,69;19,16;54,06;45,94
2019;A;13;PESCALI;400;09/05/2019;07/08/2019;12/09/2019;53,47;34,16;65,84;19,67;49,93;50,07
2019;A;14;PIANELLO;400;09/05/2019;09/08/2019;23/09/2019;61,32;33,07;66,93;22,24;51,95;48,05
2019;A;15;ISULEA;400;09/05/2019;13/08/2019;23/09/2019;50,56;36,56;63,44;21,20;51,69;48,31
2019;A;16;NS 5059;400;09/05/2019;13/08/2019;23/09/2019;52,54;31,81;68,19;17,80;51,77;48,23
2019;A;17;SY GIBRA;400;09/05/2019;09/08/2019;23/09/2019;50,74;39,01;60,99;21,32;51,94;48,06
2019;A;18;CODIWAY;400;09/05/2019;07/08/2019;23/09/2019;54,81;35,46;64,54;23,66;49,06;50,94
2019;B;1;LG 31.295;200;09/05/2019;29/07/2019;28/08/2019;51,89;32,40;67,60;17,17;47,52;52,48
2019;B;2;CODIBLUES;250;09/05/2019;29/07/2019;28/08/2019;53,02;29,54;70,46;18,24;46,82;53,18
2019;B;3;SY ORPHEUS;300;09/05/2019;09/08/2019;04/09/2019;55,87;32,06;67,94;18,13;47,74;52,26
2019;B;4;HOTSPOT;300;09/05/2019;13/08/2019;04/09/2019;54,06;32,25;67,75;17,53;48,85;51,15
2019;B;5;FILAE;300;09/05/2019;09/08/2019;04/09/2019;65,01;29,87;70,13;21,48;44,71;55,29
2019;B;6;QUERZI;300;09/05/2019;13/08/2019;12/09/2019;65,84;30,65;69,35;20,63;47,93;52,07
2019;B;7;PIXARI;300;09/05/2019;07/08/2019;04/09/2019;55,47;31,42;68,58;17,98;50,11;49,89
2019;B;8;ES HORNET;300;09/05/2019;09/08/2019;04/09/2019;63,33;31,12;68,88;20,08;45,82;54,18
2019;B;9;KIDEMOS;300;09/05/2019;09/08/2019;28/08/2019;54,33;29,85;70,15;17,76;39,61;60,39
2019;B;10;KENOBIS;350;09/05/2019;09/08/2019;12/09/2019;58,73;31,96;68,04;19,99;50,17;49,83
2019;B;11;LG 30.369 (LIMANOVA);300;09/05/2019;13/08/2019;12/09/2019;51,91;37,09;62,91;17,06;58,74;41,26
2019;B;12;KWS ROMERO;450;09/05/2019;07/08/2019;12/09/2019;52,26;38,39;61,61;17,88;56,04;43,96
2019;B;13;PESCALI;400;09/05/2019;13/08/2019;12/09/2019;55,51;32,17;67,83;19,19;50,40;49,60
2019;B;14;PIANELLO;400;09/05/2019;13/08/2019;23/09/2019;57,02;36,66;63,34;21,32;55,94;44,06
2019;B;15;ISULEA;400;09/05/2019;13/08/2019;23/09/2019;52,68;36,83;63,17;21,30;54,01;45,99
2019;B;16;NS 5060;400;09/05/2019;13/08/2019;23/09/2019;55,46;30,62;69,38;19,44;49,81;50,19
2019;B;17;SY GIBRA;400;09/05/2019;13/08/2019;23/09/2019;46,72;35,64;64,36;18,94;50,37;49,63
2019;B;18;CODIWAY;400;09/05/2019;13/08/2019;23/09/2019;51,12;36,03;63,97;21,54;51,61;48,39
2019;C;1;LG 31.295;200;09/05/2019;31/07/2019;28/08/2019;49,38;31,39;68,61;16,89;43,35;56,65
2019;C;2;CODIBLUES;250;09/05/2019;29/07/2019;28/08/2019;43,72;29,05;70,95;14,75;47,23;52,77
2019;C;3;SY ORPHEUS;300;09/05/2019;07/08/2019;04/09/2019;55,92;32,00;68,00;17,37;50,66;49,34
2019;C;4;HOTSPOT;300;09/05/2019;09/08/2019;04/09/2019;57,03;31,62;68,38;20,31;44,95;55,05
2019;C;5;FILAE;300;09/05/2019;09/08/2019;04/09/2019;62,30;29,49;70,51;19,68;43,73;56,27
2019;C;6;QUERZI;300;09/05/2019;09/08/2019;12/09/2019;62,53;30,21;69,79;20,34;47,59;52,41
2019;C;7;PIXARI;300;09/05/2019;07/08/2019;04/09/2019;57,67;31,61;68,39;18,48;50,08;49,92
2019;C;8;ES HORNET;300;09/05/2019;09/08/2019;04/09/2019;48,90;31,93;68,07;15,47;47,49;52,51
2019;C;9;KIDEMOS;300;09/05/2019;09/08/2019;28/08/2019;43,39;30,91;69,09;14,19;40,76;59,24
2019;C;10;KENOBIS;350;09/05/2019;09/08/2019;12/09/2019;52,00;32,61;67,39;17,87;51,65;48,35
2019;C;11;LG 30.369 (LIMANOVA);300;09/05/2019;09/08/2019;12/09/2019;60,26;32,47;67,53;19,92;51,59;48,41
2019;C;12;KWS ROMERO;450;09/05/2019;05/08/2019;12/09/2019;48,94;35,81;64,19;17,95;50,91;49,09
2019;C;13;PESCALI;400;09/05/2019;07/08/2019;12/09/2019;49,24;31,27;68,73;17,77;47,83;52,17
2019;C;14;PIANELLO;400;09/05/2019;09/08/2019;23/09/2019;52,97;32,81;67,19;19,16;51,51;48,49
2019;C;15;ISULEA;400;09/05/2019;09/08/2019;23/09/2019;50,46;34,39;65,61;19,28;51,85;48,15
2019;C;16;NS 5061;400;09/05/2019;13/08/2019;23/09/2019;51,67;27,37;72,63;18,31;44,08;55,92
2019;C;17;SY GIBRA;400;09/05/2019;09/08/2019;23/09/2019;41,86;33,73;66,27;17,88;43,71;56,29
2019;C;18;CODIWAY;400;09/05/2019;07/08/2019;23/09/2019;48,52;34,51;65,49;19,49;50,27;49,73
2019;D;1;LG 31.295;200;09/05/2019;31/07/2019;28/08/2019;63,46;25,49;74,51;20,32;40,07;59,93
2019;D;2;CODIBLUES;250;09/05/2019;31/07/2019;28/08/2019;57,35;26,27;73,73;17,81;43,77;56,23
2019;D;3;SY ORPHEUS;300;09/05/2019;07/08/2019;04/09/2019;53,35;31,19;68,81;17,97;45,81;54,19
2019;D;4;HOTSPOT;300;09/05/2019;09/08/2019;04/09/2019;51,91;32,10;67,90;17,97;47,57;52,43
2019;D;5;FILAE;300;09/05/2019;09/08/2019;04/09/2019;63,95;27,54;72,46;19,58;42,59;57,41
2019;D;6;QUERZI;300;09/05/2019;13/08/2019;12/09/2019;61,96;28,83;71,17;18,23;48,94;51,06
2019;D;7;PIXARI;300;09/05/2019;09/08/2019;04/09/2019;58,86;29,90;70,10;18,71;47,21;52,79
2019;D;8;ES HORNET;300;09/05/2019;09/08/2019;04/09/2019;49,52;32,58;67,42;17,73;42,75;57,25
2019;D;9;KIDEMOS;300;09/05/2019;09/08/2019;28/09/2019;50,52;30,84;69,16;16,15;37,89;62,11
2019;D;10;KENOBIS;350;09/05/2019;13/08/2019;12/09/2019;51,32;30,22;69,78;17,76;46,32;53,68
2019;D;11;LG 30.369 (LIMANOVA);300;09/05/2019;13/08/2019;12/09/2019;49,06;32,73;67,27;16,65;51,33;48,67
2019;D;12;KWS ROMERO;450;09/05/2019;09/08/2019;12/09/2019;61,43;32,76;67,24;18,76;48,24;51,76
2019;D;13;PESCALI;400;09/05/2019;09/08/2019;12/09/2019;62,48;32,16;67,84;20,93;50,43;49,57
2019;D;14;PIANELLO;400;09/05/2019;09/08/2019;23/09/2019;76,90;31,13;68,87;27,06;48,19;51,81
2019;D;15;ISULEA;400;09/05/2019;09/08/2019;23/09/2019;74,33;29,08;70,92;27,02;45,15;54,85
2019;D;16;NS 5062;400;09/05/2019;13/08/2019;23/09/2019;64,29;35,84;64,16;22,78;57,16;42,84
2019;D;17;SY GIBRA;400;09/05/2019;13/08/2019;23/09/2019;62,10;34,74;65,26;25,21;47,01;52,99
2019;D;18;CODIWAY;400;09/05/2019;09/08/2019;23/09/2019;63,78;32,32;67,68;24,93;48,02;51,98
2020;A;1;CODIBLUES;250;06/05/2020;21/07/2020;26/08/2020;23,95;38,19;61,81;10,33;53,68;46,32
2020;A;2;AGAPIA;200;06/05/2020;21/07/2020;26/08/2020;21,02;51,88;48,12;11,70;58,90;41,10
2020;A;3;PIXARI;300;06/05/2020;29/07/2020;26/08/2020;37,25;34,41;65,59;13,75;50,11;49,89
2020;A;4;ES HORNET;300;06/05/2020;29/07/2020;02/09/2020;42,75;37,29;62,71;16,76;50,29;49,71
2020;A;5;KIDEMOS;300;06/05/2020;31/07/2020;02/09/2020;29,01;40,32;59,68;12,75;51,86;48,14
2020;A;6;LG 30.369 (LIMANOVA);300;06/05/2020;31/07/2020;02/09/2020;44,15;34,70;65,30;16,82;50,34;49,66
2020;A;7;OTIS;300;06/05/2020;21/07/2020;26/08/2020;33,63;31,39;68,61;12,15;43,19;56,81
2020;A;8;SY ORPHEUS;300;06/05/2020;27/07/2020;02/09/2020;43,76;36,77;63,23;18,57;49,31;50,69
2020;A;9;SY INFINITE;300;06/05/2020;31/07/2020;02/09/2020;36,44;34,69;65,31;14,01;47,17;52,83
2020;A;10;FILAE;300;06/05/2020;31/07/2020;09/09/2020;49,32;33,44;66,56;19,73;49,43;50,57
2020;A;11;PESCALI;400;06/05/2020;27/07/2020;09/09/2020;45,08;37,41;62,59;19,66;51,27;48,73
2020;A;12;KALABRE;400;06/05/2020;29/07/2020;09/09/2020;51,72;37,64;62,36;22,83;51,45;48,55
2020;A;13;PEPINO;400;06/05/2020;27/07/2020;09/09/2020;45,19;38,80;61,20;19,49;49,75;50,25
2020;A;14;INTELLIGENS;400;06/05/2020;29/07/2020;15/09/2020;36,38;38,36;61,64;16,20;49,90;50,10
2020;A;15;BOWEN;400;06/05/2020;29/07/2020;15/09/2020;47,63;38,89;61,11;21,22;53,30;46,70
2020;A;16;RODONIA;360;06/05/2020;21/07/2020;26/08/2020;43,13;31,02;68,98;16,67;45,78;54,22
2020;A;17;SY SANDRO;500;06/05/2020;31/07/2020;15/09/2020;50,40;36,88;63,12;20,84;51,30;48,70
2020;A;18;SY CARIOCA;400;06/05/2020;31/07/2020;15/09/2020;40,32;35,09;64,91;16,62;49,44;50,56
2020;A;19;SY BILBAO;400;06/05/2020;27/07/2020;09/09/2020;43,92;35,79;64,21;16,41;54,30;45,70
2020;A;20;PIANELLO;400;06/05/2020;31/07/2020;15/09/2020;40,55;36,42;63,58;15,75;54,65;45,35
2020;B;1;CODIBLUES;250;06/05/2020;21/07/2020;26/08/2020;26,62;40,28;59,72;11,22;57,61;42,39
2020;B;2;AGAPIA;200;06/05/2020;21/07/2020;26/08/2020;21,64;42,65;57,35;10,46;53,06;46,94
2020;B;3;PIXARI;300;06/05/2020;21/07/2020;26/08/2020;39,63;33,47;66,53;15,81;47,64;52,36
2020;B;4;ES HORNET;300;06/05/2020;29/07/2020;02/09/2020;35,78;37,83;62,17;15,52;48,98;51,02
2020;B;5;KIDEMOS;300;06/05/2020;27/07/2020;02/09/2020;33,64;44,98;55,02;16,66;53,14;46,86
2020;B;6;LG 30.369 (LIMANOVA);300;06/05/2020;27/07/2020;02/09/2020;48,01;36,65;63,35;18,62;55,28;44,72
2020;B;7;OTIS;300;06/05/2020;21/07/2020;26/08/2020;33,97;37,72;62,28;14,24;49,78;50,22
2020;B;8;SY ORPHEUS;300;06/05/2020;24/07/2020;02/09/2020;50,15;38,06;61,94;21,98;52,12;47,88
2020;B;9;SY INFINITE;300;06/05/2020;27/07/2020;02/09/2020;46,73;35,86;64,14;18,14;47,67;52,33
2020;B;10;FILAE;300;06/05/2020;27/07/2020;09/09/2020;46,30;33,01;66,99;19,23;49,88;50,12
2020;B;11;PESCALI;400;06/05/2020;27/07/2020;09/09/2020;50,33;37,71;62,29;20,06;56,43;43,57
2020;B;12;KALABRE;400;06/05/2020;27/07/2020;09/09/2020;51,00;34,78;65,22;19,88;51,40;48,60
2020;B;13;PEPINO;400;06/05/2020;29/07/2020;09/09/2020;41,15;38,99;61,01;15,37;54,90;45,10
2020;B;14;INTELLIGENS;400;06/05/2020;27/07/2020;15/09/2020;44,19;42,09;57,91;17,53;60,46;39,54
2020;B;15;BOWEN;400;06/05/2020;27/07/2020;15/09/2020;51,20;37,98;62,02;21,89;54,49;45,51
2020;B;16;RODONIA;360;06/05/2020;21/07/2020;26/08/2020;40,88;30,14;69,86;13,80;49,25;50,75
2020;B;17;SY SANDRO;500;06/05/2020;31/07/2020;15/09/2020;59,44;37,21;62,79;23,62;52,92;47,08
2020;B;18;SY CARIOCA;400;06/05/2020;29/07/2020;15/09/2020;44,34;38,64;61,36;16,67;57,39;42,61
2020;B;19;SY BILBAO;400;06/05/2020;27/07/2020;09/09/2020;50,96;33,87;66,13;19,48;47,78;52,22
2020;B;20;PIANELLO;400;06/05/2020;29/07/2020;15/09/2020;47,35;35,75;64,25;17,30;56,60;43,40
2020;C;1;CODIBLUES;250;06/05/2020;21/07/2020;26/08/2020;30,69;37,09;62,91;14,61;48,44;51,56
2020;C;2;AGAPIA;200;06/05/2020;21/07/2020;26/08/2020;30,38;44,22;55,78;16,87;49,62;50,38
2020;C;3;PIXARI;300;06/05/2020;27/07/2020;26/08/2020;44,07;33,79;66,21;15,49;48,08;51,92
2020;C;4;ES HORNET;300;06/05/2020;27/07/2020;02/09/2020;41,37;35,59;64,41;17,61;46,61;53,39
2020;C;5;KIDEMOS;300;06/05/2020;29/07/2020;02/09/2020;29,09;43,98;56,02;12,47;56,75;43,25
2020;C;6;LG 30.369 (LIMANOVA);300;06/05/2020;29/07/2020;02/09/2020;40,67;34,55;65,45;14,98;51,06;48,94
2020;C;7;OTIS;300;06/05/2020;21/07/2020;26/08/2020;38,48;37,32;62,68;14,37;52,42;47,58
2020;C;8;SY ORPHEUS;300;06/05/2020;24/07/2020;02/09/2020;38,22;36,80;63,20;16,11;50,73;49,27
2020;C;9;SY INFINITE;300;06/05/2020;29/07/2020;02/09/2020;47,85;36,05;63,95;18,60;48,95;51,05
2020;C;10;FILAE;300;06/05/2020;27/07/2020;09/09/2020;48,73;34,47;65,53;18,75;52,22;47,78
2020;C;11;PESCALI;400;06/05/2020;27/07/2020;09/09/2020;38,80;38,38;61,62;17,45;54,45;45,55
2020;C;12;KALABRE;400;06/05/2020;29/07/2020;09/09/2020;58,89;37,53;62,47;22,91;56,34;43,66
2020;C;13;PEPINO;400;06/05/2020;29/07/2020;09/09/2020;48,29;36,65;63,35;18,16;51,61;48,39
2020;C;14;INTELLIGENS;400;06/05/2020;27/07/2020;09/09/2020;52,16;42,12;57,88;21,78;59,97;40,03
2020;C;15;BOWEN;400;06/05/2020;27/07/2020;15/09/2020;46,39;40,15;59,85;18,65;60,00;40,00
2020;C;16;RODONIA;360;06/05/2020;21/07/2020;26/08/2020;31,54;32,44;67,56;11,49;49,39;50,61
2020;C;17;SY SANDRO;500;06/05/2020;31/07/2020;15/09/2020;50,72;36,63;63,37;19,87;52,07;47,93
2020;C;18;SY CARIOCA;400;06/05/2020;29/07/2020;15/09/2020;59,17;37,95;62,05;23,53;55,35;44,65
2020;C;19;SY BILBAO;400;06/05/2020;27/07/2020;09/09/2020;52,70;37,94;62,06;20,18;54,70;45,30
2020;C;20;PIANELLO;400;06/05/2020;29/07/2020;15/09/2020;43,70;36,96;63,04;17,12;56,72;43,28
2020;D;1;CODIBLUES;250;06/05/2020;21/07/2020;26/08/2020;52,36;31,74;68,26;19,53;48,45;51,55
2020;D;2;AGAPIA;200;06/05/2020;21/07/2020;26/08/2020;48,56;34,97;65,03;19,02;50,82;49,18
2020;D;3;PIXARI;300;06/05/2020;21/07/2020;26/08/2020;57,82;32,30;67,70;19,77;50,40;49,60
2020;D;4;ES HORNET;300;06/05/2020;27/07/2020;02/09/2020;58,32;36,34;63,66;22,25;51,01;48,99
2020;D;5;KIDEMOS;300;06/05/2020;27/07/2020;02/09/2020;51,79;41,97;58,03;21,31;58,03;41,97
2020;D;6;LG 30.369 (LIMANOVA);300;06/05/2020;27/07/2020;02/09/2020;53,53;34,41;65,59;20,27;51,51;48,49
2020;D;7;OTIS;300;06/05/2020;27/07/2020;26/08/2020;40,02;36,93;63,07;14,42;52,88;47,12
2020;D;8;SY ORPHEUS;300;06/05/2020;24/07/2020;02/09/2020;56,36;36,36;63,64;23,19;52,08;47,92
2020;D;9;SY INFINITE;300;06/05/2020;27/07/2020;02/09/2020;55,83;38,16;61,84;21,56;53,95;46,05
2020;D;10;FILAE;300;06/05/2020;27/07/2020;09/09/2020;57,62;33,66;66,34;21,95;52,03;47,97
2020;D;11;PESCALI;400;06/05/2020;29/07/2020;09/09/2020;48,75;37,42;62,58;20,52;51,71;48,29
