YEAR;REP;var;Variety;FAO cicle;Sowing date;Flowering date;Harvest date;Fresh Total;Fresh Ear Percentage;Fresh Foliage Percentage;Dry Total;Dry Ear Percentage;Dry Foliage Percentage
2020;D;12;KALABRE;400;06/05/2020;29/07/2020;09/09/2020;51,19;35,06;64,94;20,52;50,86;49,14
2020;D;13;PEPINO;400;06/05/2020;31/07/2020;09/09/2020;44,65;38,51;61,49;17,15;53,02;46,98
2020;D;14;INTELLIGENS;400;06/05/2020;29/07/2020;15/09/2020;55,12;34,98;65,02;21,29;50,72;49,28
2020;D;15;BOWEN;400;06/05/2020;29/07/2020;15/09/2020;53,89;34,39;65,61;20,84;54,27;45,73
2020;D;16;RODONIA;360;06/05/2020;21/07/2020;26/08/2020;51,44;28,40;71,60;16,57;45,93;54,07
2020;D;17;SY SANDRO;500;06/05/2020;29/07/2020;15/09/2020;63,93;34,69;65,31;23,98;51,15;48,85
2020;D;18;SY CARIOCA;400;06/05/2020;29/07/2020;15/09/2020;50,94;38,10;61,90;20,91;53,79;46,21
2020;D;19;SY BILBAO;400;06/05/2020;29/07/2020;09/09/2020;56,76;34,85;65,15;20,64;51,07;48,93
2020;D;20;PIANELLO;400;06/05/2020;29/07/2020;15/09/2020;47,92;35,33;64,67;17,77;55,19;44,81
2021;A;1;CODIBLUES;250;05/05/2021;26/07/2021;14/09/2021;59,34;32,23;67,77;23,29;51,76;48,24
2021;A;2;ES BOND;260;05/05/2021;23/07/2021;14/09/2021;57,94;38,59;61,41;24,45;53,85;46,15
2021;A;3;ARNOLD;350;05/05/2021;05/08/2021;14/09/2021;80,02;34,63;65,37;25,56;56,18;43,82
2021;A;4;KIDEMOS;300;05/05/2021;29/07/2021;14/09/2021;58,86;38,32;61,68;21,76;60,24;39,76
2021;A;5;LG 30.369;300;05/05/2021;29/07/2021;21/09/2021;68,92;32,01;67,99;24,30;55,63;44,37
2021;A;6;SY INFINITE;300;05/05/2021;05/08/2021;14/09/2021;76,31;30,25;69,75;25,15;47,56;52,44
2021;A;7;SY ORPHEUS;300;05/05/2021;29/07/2021;21/09/2021;69,82;34,33;65,67;25,99;55,19;44,81
2021;A;8;BOWEN;400;05/05/2021;05/08/2021;21/09/2021;79,79;30,75;69,25;24,69;56,03;43,97
2021;A;9;DEVICE;400;05/05/2021;09/08/2021;21/09/2021;76,15;30,42;69,58;24,64;51,71;48,29
2021;A;10;INTELLIGENS;400;05/05/2021;05/08/2021;21/09/2021;74,30;31,97;68,03;24,71;50,87;49,13
2021;A;11;KALABRE;400;05/05/2021;05/08/2021;04/10/2021;66,24;35,36;64,64;25,56;57,27;42,73
2021;A;12;PEDINI;500;05/05/2021;09/08/2021;04/10/2021;55,31;37,56;62,44;22,81;56,60;43,40
2021;A;13;SELECTO;450;05/05/2021;05/08/2021;04/10/2021;68,50;37,36;62,64;28,22;53,02;46,98
2021;A;14;SY BILBAO;400;05/05/2021;09/08/2021;04/10/2021;69,94;35,25;64,75;27,12;54,64;45,36
2021;A;15;SY SANDRO;500;05/05/2021;09/08/2021;04/10/2021;57,18;39,73;60,27;23,71;56,48;43,52
2021;B;1;CODIBLUES;250;05/05/2021;26/07/2021;14/09/2021;57,10;33,91;66,09;24,51;51,65;48,35
2021;B;2;ES BOND;260;05/05/2021;23/07/2021;14/09/2021;56,00;44,97;55,03;24,48;63,55;36,45
2021;B;3;ARNOLD;350;05/05/2021;02/08/2021;14/09/2021;50,43;39,92;60,08;20,60;56,15;43,85
2021;B;4;KIDEMOS;300;05/05/2021;29/07/2021;14/09/2021;41,39;40,56;59,44;17,95;58,14;41,86
2021;B;5;LG 30.369;300;05/05/2021;29/07/2021;21/09/2021;55,92;38,15;61,85;22,80;60,65;39,35
2021;B;6;SY INFINITE;300;05/05/2021;05/08/2021;14/09/2021;56,16;37,29;62,71;23,05;52,11;47,89
2021;B;7;SY ORPHEUS;300;05/05/2021;29/07/2021;21/09/2021;52,93;30,73;69,27;19,77;52,00;48,00
2021;B;8;BOWEN;400;05/05/2021;29/07/2021;21/09/2021;67,17;34,20;65,80;21,69;58,34;41,66
2021;B;9;DEVICE;400;05/05/2021;02/08/2021;21/09/2021;82,92;29,23;70,77;24,74;54,19;45,81
2021;B;10;INTELLIGENS;400;05/05/2021;29/07/2021;21/09/2021;84,12;31,73;68,27;24,73;54,41;45,59
2021;B;11;KALABRE;400;05/05/2021;02/08/2021;04/10/2021;65,53;35,71;64,29;27,34;54,41;45,59
2021;B;12;PEDINI;500;05/05/2021;02/08/2021;04/10/2021;56,86;39,29;60,71;24,41;56,81;43,19
2021;B;13;SELECTO;450;05/05/2021;29/07/2021;04/10/2021;73,61;43,75;56,25;30,81;63,09;36,91
2021;B;14;SY BILBAO;400;05/05/2021;02/08/2021;04/10/2021;66,89;37,68;62,32;25,18;60,41;39,59
2021;B;15;SY SANDRO;500;05/05/2021;05/08/2021;04/10/2021;73,15;42,67;57,33;29,94;63,01;36,99
2021;C;1;CODIBLUES;250;05/05/2021;29/07/2021;14/09/2021;59,68;31,06;68,94;22,07;53,70;46,30
2021;C;2;ES BOND;260;05/05/2021;23/07/2021;14/09/2021;53,27;42,02;57,98;24,87;56,15;43,85
2021;C;3;ARNOLD;350;05/05/2021;02/08/2021;14/09/2021;59,99;36,40;63,60;21,26;54,49;45,51
2021;C;4;KIDEMOS;300;05/05/2021;29/07/2021;14/09/2021;48,44;42,47;57,53;21,85;56,61;43,39
2021;C;5;LG 30.369;300;05/05/2021;29/07/2021;21/09/2021;63,01;34,08;65,92;22,44;59,05;40,95
2021;C;6;SY INFINITE;300;05/05/2021;29/07/2021;14/09/2021;75,05;34,57;65,43;25,25;53,03;46,97
2021;C;7;SY ORPHEUS;300;05/05/2021;05/08/2021;21/09/2021;60,10;35,25;64,75;22,88;56,38;43,62
2021;C;8;BOWEN;400;05/05/2021;29/07/2021;21/09/2021;78,56;33,77;66,23;25,69;59,21;40,79
2021;C;9;DEVICE;400;05/05/2021;02/08/2021;21/09/2021;87,56;30,91;69,09;26,62;56,61;43,39
2021;C;10;INTELLIGENS;400;05/05/2021;02/08/2021;21/09/2021;74,85;34,23;65,77;25,15;52,95;47,05
2021;C;11;KALABRE;400;05/05/2021;05/08/2021;04/10/2021;66,89;36,99;63,01;26,45;58,46;41,54
2021;C;12;PEDINI;500;05/05/2021;05/08/2021;04/10/2021;68,31;36,99;63,01;26,85;56,74;43,26
2021;C;13;SELECTO;450;05/05/2021;05/08/2021;04/10/2021;69,54;39,29;60,71;26,06;59,95;40,05
2021;C;14;SY BILBAO;400;05/05/2021;05/08/2021;04/10/2021;67,78;37,84;62,16;27,39;56,50;43,50
2021;C;15;SY SANDRO;500;05/05/2021;05/08/2021;04/10/2021;69,17;42,42;57,58;27,05;62,92;37,08
2021;D;1;CODIBLUES;250;05/05/2021;26/07/2021;14/09/2021;60,83;32,99;67,01;24,41;52,59;47,41
2021;D;2;ES BOND;260;05/05/2021;23/07/2021;14/09/2021;65,24;38,10;61,90;27,41;54,38;45,62
2021;D;3;ARNOLD;350;05/05/2021;05/08/2021;14/09/2021;71,24;34,56;65,44;24,40;54,29;45,71
2021;D;4;KIDEMOS;300;05/05/2021;29/07/2021;14/09/2021;63,85;40,25;59,75;25,00;60,01;39,99
2021;D;5;LG 30.369;300;05/05/2021;29/07/2021;21/09/2021;69,90;32,66;67,34;25,89;55,44;44,56
2021;D;6;SY INFINITE;300;05/05/2021;02/08/2021;14/09/2021;76,83;29,98;70,02;25,87;47,42;52,58
2021;D;7;SY ORPHEUS;300;05/05/2021;05/08/2021;21/09/2021;69,63;32,49;67,51;25,16;54,37;45,63
2021;D;8;BOWEN;400;05/05/2021;29/07/2021;21/09/2021;80,97;32,95;67,05;25,13;60,08;39,92
2021;D;9;DEVICE;400;05/05/2021;02/08/2021;21/09/2021;71,63;33,80;66,20;24,16;56,10;43,90
2021;D;10;INTELLIGENS;400;05/05/2021;29/07/2021;21/09/2021;70,61;36,97;63,03;24,23;56,03;43,97
2021;D;11;KALABRE;400;05/05/2021;05/08/2021;04/10/2021;70,35;38,24;61,76;28,10;60,00;40,00
2021;D;12;PEDINI;500;05/05/2021;05/08/2021;04/10/2021;63,45;41,67;58,33;27,26;59,39;40,61
2021;D;13;SELECTO;450;05/05/2021;05/08/2021;04/10/2021;69,88;43,28;56,72;29,40;60,03;39,97
2021;D;14;SY BILBAO;400;05/05/2021;02/08/2021;04/10/2021;70,38;35,21;64,79;25,99;56,89;43,11
2021;D;15;SY SANDRO;500;05/05/2021;05/08/2021;04/10/2021;69,43;41,10;58,90;28,66;60,08;39,92
2022;A;1;CONBAWA;300;16/05/2022;01/08/2022;05/09/2022;77,17;29,95;70,05;22,65;54,68;45,32
2022;A;2;CONBRIO;280;16/05/2022;28/07/2022;05/09/2022;65,43;31,74;68,26;20,12;55,81;44,19
2022;A;3;ES BOND;260;16/05/2022;25/07/2022;05/09/2022;73,26;33,96;66,04;26,51;52,77;47,23
2022;A;4;ADAPTICO;300;16/05/2022;29/07/2022;05/09/2022;71,31;28,03;71,97;22,86;49,34;50,66
2022;A;5;INFINITE;300;16/05/2022;01/08/2022;15/09/2022;76,75;33,55;66,45;24,26;57,51;42,49
2022;A;6;LG 30.369;300;16/05/2022;29/07/2022;15/09/2022;71,72;34,43;65,57;23,63;61,50;38,50
2022;A;7;SOLANDRI;300;16/05/2022;29/07/2022;15/09/2022;78,46;35,57;64,43;27,05;58,62;41,38
2022;A;8;SY ARNOLD;350;16/05/2022;01/08/2022;15/09/2022;77,48;35,87;64,13;27,34;59,83;40,17
2022;A;9;DEVICE;400;16/05/2022;03/08/2022;15/09/2022;71,77;35,43;64,57;23,72;59,72;40,28
2022;A;10;EXPERTICE;400;16/05/2022;05/08/2022;03/10/2022;60,76;38,43;61,57;25,01;59,14;40,86
2022;A;11;INTELLIGENS;400;16/05/2022;01/08/2022;03/10/2022;65,34;44,17;55,83;28,24;61,73;38,27
2022;A;12;LG 31.642;600;16/05/2022;05/08/2022;03/10/2022;68,76;40,31;59,69;26,07;60,78;39,22
2022;A;13;LID6130C;400;16/05/2022;03/08/2022;03/10/2022;58,91;39,78;60,22;23,42;62,30;37,70
2022;A;14;PEDINI;500;16/05/2022;01/08/2022;15/09/2022;80,19;29,52;70,48;24,72;50,13;49,87
2022;A;15;SANDRO;500;16/05/2022;05/08/2022;03/10/2022;67,35;56,66;43,34;31,25;73,52;26,48
2022;A;16;SELECTO;450;16/05/2022;03/08/2022;03/10/2022;52,67;30,83;69,17;23,06;43,53;56,47
2022;A;17;SY BILBAO;400;16/05/2022;03/08/2022;03/10/2022;65,13;37,91;62,09;25,68;60,71;39,29
2022;A;18;SY MINERVA;350;16/05/2022;01/08/2022;05/09/2022;70,56;30,65;69,35;20,33;51,22;48,78
2022;B;1;CONBAWA;300;16/05/2022;02/08/2022;05/09/2022;68,17;32,80;67,20;21,84;56,70;43,30
2022;B;2;CONBRIO;280;16/05/2022;27/07/2022;05/09/2022;63,89;29,13;70,87;20,61;50,24;49,76
2022;B;3;ES BOND;260;16/05/2022;25/07/2022;05/09/2022;60,91;34,20;65,80;22,43;52,82;47,18
2022;B;4;ADAPTICO;300;16/05/2022;27/07/2022;05/09/2022;70,07;27,76;72,24;21,53;49,77;50,23
2022;B;5;INFINITE;300;16/05/2022;01/08/2022;15/09/2022;53,80;39,51;60,49;19,22;62,96;37,04
2022;B;6;LG 30.369;300;16/05/2022;01/08/2022;15/09/2022;52,38;35,45;64,55;17,39;61,03;38,97
2022;B;7;SOLANDRI;300;16/05/2022;01/08/2022;15/09/2022;60,99;40,85;59,15;22,58;62,92;37,08
2022;B;8;SY ARNOLD;350;16/05/2022;03/08/2022;15/09/2022;54,31;38,52;61,48;18,51;62,31;37,69
2022;B;9;DEVICE;400;16/05/2022;03/08/2022;15/09/2022;71,85;34,30;65,70;22,32;61,18;38,82
2022;B;10;EXPERTICE;400;16/05/2022;05/08/2022;03/10/2022;62,75;40,59;59,41;24,44;63,48;36,52
2022;B;11;INTELLIGENS;400;16/05/2022;01/08/2022;03/10/2022;64,37;40,49;59,51;27,62;58,08;41,92
2022;B;12;LG 31.642;600;16/05/2022;05/08/2022;03/10/2022;67,36;41,24;58,76;26,71;61,69;38,31
2022;B;13;LID6130C;400;16/05/2022;03/08/2022;03/10/2022;58,48;44,51;55,49;25,71;63,29;36,71
2022;B;14;PEDINI;500;16/05/2022;01/08/2022;15/09/2022;89,57;29,45;70,55;28,53;50,77;49,23
2022;B;15;SANDRO;500;16/05/2022;05/08/2022;03/10/2022;55,92;42,08;57,92;23,41;61,85;38,15
2022;B;16;SELECTO;450;16/05/2022;03/08/2022;03/10/2022;60,39;40,63;59,38;24,80;61,08;38,92
2022;B;17;SY BILBAO;400;16/05/2022;03/08/2022;03/10/2022;63,44;33,33;66,67;22,53;56,81;43,19
2022;B;18;SY MINERVA;350;16/05/2022;03/08/2022;05/09/2022;59,23;32,23;67,77;18,04;52,89;47,11
2022;C;1;CONBAWA;300;16/05/2022;27/07/2022;05/09/2022;67,09;30,79;69,21;21,03;54,40;45,60
2022;C;2;CONBRIO;280;16/05/2022;27/07/2022;05/09/2022;64,38;31,89;68,11;21,29;53,67;46,33
2022;C;3;ES BOND;260;16/05/2022;25/07/2022;05/09/2022;61,23;29,36;70,64;21,65;47,23;52,77
2022;C;4;ADAPTICO;300;16/05/2022;27/07/2022;05/09/2022;76,20;26,61;73,39;23,12;48,32;51,68
2022;C;5;INFINITE;300;16/05/2022;01/08/2022;15/09/2022;79,74;34,48;65,52;27,08;57,80;42,20
2022;C;6;LG 30.369;300;16/05/2022;29/07/2022;15/09/2022;63,59;35,44;64,56;21,11;61,03;38,97
2022;C;7;SOLANDRI;300;16/05/2022;29/07/2022;15/09/2022;70,25;36,10;63,90;24,88;58,12;41,88
2022;C;8;SY ARNOLD;350;16/05/2022;01/08/2022;15/09/2022;72,24;32,58;67,42;23,15;56,04;43,96
2022;C;9;DEVICE;400;16/05/2022;03/08/2022;15/09/2022;75,15;32,28;67,72;22,78;58,99;41,01
2022;C;10;EXPERTICE;400;16/05/2022;03/08/2022;03/10/2022;66,82;40,59;59,41;26,02;63,48;36,52
2022;C;11;INTELLIGENS;400;16/05/2022;01/08/2022;03/10/2022;56,41;47,28;52,72;25,41;64,61;35,39
2022;C;12;LG 31.642;600;16/05/2022;03/08/2022;03/10/2022;65,62;41,52;58,48;26,08;61,96;38,04
2022;C;13;LID6130C;400;16/05/2022;03/08/2022;03/10/2022;64,55;40,11;59,89;27,43;59,01;40,99
2022;C;14;PEDINI;500;16/05/2022;03/08/2022;15/09/2022;69,69;28,60;71,40;22,00;49,75;50,25
2022;C;15;SANDRO;500;16/05/2022;03/08/2022;03/10/2022;58,59;43,09;56,91;24,73;62,81;37,19
2022;C;16;SELECTO;450;16/05/2022;03/08/2022;03/10/2022;61,70;39,80;60,20;25,16;60,26;39,74
2022;C;17;SY BILBAO;400;16/05/2022;03/08/2022;03/10/2022;59,83;38,11;61,89;22,32;61,83;38,17
2022;C;18;SY MINERVA;350;16/05/2022;29/07/2022;05/09/2022;66,98;32,62;67,38;20,48;53,33;46,67
2022;D;1;CONBAWA;300;16/05/2022;01/08/2022;05/09/2022;66,18;31,65;68,35;20,39;56,21;43,79
2022;D;2;CONBRIO;280;16/05/2022;29/07/2022;05/09/2022;60,31;34,29;65,71;21,54;55,11;44,89
2022;D;3;ES BOND;260;16/05/2022;25/07/2022;05/09/2022;62,48;33,89;66,11;22,26;54,03;45,97
2022;D;4;ADAPTICO;300;16/05/2022;27/07/2022;05/09/2022;60,00;28,45;71,55;18,90;49,71;50,29
2022;D;5;INFINITE;300;16/05/2022;05/08/2022;15/09/2022;71,30;32,69;67,31;21,90;57,68;42,32
2022;D;6;LG 30.369;300;16/05/2022;03/08/2022;15/09/2022;60,42;38,03;61,97;20,91;66,18;33,82
2022;D;7;SOLANDRI;300;16/05/2022;01/08/2022;15/09/2022;67,06;38,67;61,33;26,02;58,74;41,26
2022;D;8;SY ARNOLD;350;16/05/2022;05/08/2022;15/09/2022;61,96;36,45;63,55;22,31;55,79;44,21
2022;D;9;DEVICE;400;16/05/2022;01/08/2022;15/09/2022;73,57;32,77;67,23;24,05;55,63;44,37
2022;D;10;EXPERTICE;400;16/05/2022;03/08/2022;03/10/2022;70,63;35,52;64,48;25,75;60,77;39,23
2022;D;11;INTELLIGENS;400;16/05/2022;01/08/2022;03/10/2022;55,89;44,12;55,88;24,30;63,37;36,63
2022;D;12;LG 31.642;600;16/05/2022;03/08/2022;03/10/2022;76,60;40,09;59,91;28,68;62,60;37,40
2022;D;13;LID6130C;400;16/05/2022;01/08/2022;03/10/2022;63,09;39,03;60,97;25,57;60,24;39,76
2022;D;14;PEDINI;500;16/05/2022;05/08/2022;15/09/2022;73,95;30,73;69,27;22,90;54,29;45,71
2022;D;15;SANDRO;500;16/05/2022;08/08/2022;03/10/2022;69,13;41,01;58,99;29,06;60,06;39,94
2022;D;16;SELECTO;450;16/05/2022;03/08/2022;03/10/2022;73,90;37,78;62,22;28,81;58,03;41,97
2022;D;17;SY BILBAO;400;16/05/2022;05/08/2022;03/10/2022;59,45;37,84;62,16;23,63;60,57;39,43
2022;D;18;SY MINERVA;350;16/05/2022;01/08/2022;05/09/2022;60,79;33,52;66,48;18,77;52,14;47,86
2023;A;1;ES BOND;260;17/05/2023;20/07/2023;31/08/2023;62,91;35,94;64,06;22,58;52,25;47,75
2023;A;2;CONBRIO;280;17/05/2023;24/07/2023;31/08/2023;59,94;29,03;70,97;19,72;46,25;53,75
2023;A;3;TRADUXIO;400;17/05/2023;28/07/2023;19/09/2023;68,05;26,26;73,74;20,87;52,64;47,36
2023;A;4;FABIO;300;17/05/2023;30/07/2023;19/09/2023;69,88;34,61;65,39;26,25;54,62;45,38
2023;A;5;GRANARIS;300;17/05/2023;26/07/2023;31/08/2023;61,17;35,53;64,47;18,78;53,89;46,11
2023;A;6;SOLANDRI;300;17/05/2023;26/07/2023;19/09/2023;65,63;35,64;64,36;26,31;54,39;45,61
2023;A;7;ADAPTICO;300;17/05/2023;26/07/2023;31/08/2023;72,62;25,61;74,39;22,46;40,13;59,87
2023;A;8;KWS HYPOLITO;350;17/05/2023;26/07/2023;19/09/2023;60,54;35,99;64,01;22,62;54,70;45,30
2023;A;9;KWS LUSITANO;330;17/05/2023;28/07/2023;19/09/2023;59,95;33,00;67,00;21,68;52,57;47,43
2023;A;10;LG 30.377;300;17/05/2023;28/07/2023;19/09/2023;53,52;33,20;66,80;18,90;59,89;40,11
2023;A;11;SY ARNOLD;350;17/05/2023;28/07/2023;25/09/2023;68,08;41,09;58,91;30,43;57,68;42,32
2023;A;12;SY TORINO;300;17/05/2023;26/07/2023;19/09/2023;60,07;35,45;64,55;23,88;55,90;44,10
2023;A;13;EXPERTICE;400;17/05/2023;28/07/2023;25/09/2023;84,36;34,46;65,54;31,91;57,08;42,92
2023;A;14;KWS MIKAELO;430;17/05/2023;26/07/2023;19/09/2023;64,30;28,43;71,57;21,92;47,75;52,25
2023;A;15;LG 31.650;600;17/05/2023;28/07/2023;25/09/2023;76,74;35,48;64,52;28,48;55,55;44,45
2023;A;16;LID6130C;400;17/05/2023;28/07/2023;25/09/2023;77,70;32,40;67,60;29,56;52,85;47,15
2023;A;17;FREEMAN;400;17/05/2023;28/07/2023;25/09/2023;72,57;35,11;64,89;28,30;55,73;44,27
2023;A;18;MAS 576.N;500;17/05/2023;04/08/2023;25/09/2023;83,41;29,37;70,63;28,51;47,32;52,68
2023;B;1;ES BOND;260;17/05/2023;24/07/2023;31/08/2023;73,86;37,93;62,07;27,13;57,49;42,51
2023;B;2;CONBRIO;280;17/05/2023;24/07/2023;31/08/2023;73,25;33,68;66,32;23,26;54,98;45,02
2023;B;3;TRADUXIO;400;17/05/2023;26/07/2023;19/09/2023;71,53;28,95;71,05;25,73;51,72;48,28
2023;B;4;FABIO;300;17/05/2023;30/07/2023;19/09/2023;62,87;34,99;65,01;24,18;54,59;45,41
2023;B;5;GRANARIS;300;17/05/2023;24/07/2023;31/08/2023;63,47;38,46;61,54;21,58;58,66;41,34
2023;B;6;SOLANDRI;300;17/05/2023;26/07/2023;19/09/2023;65,26;34,96;65,04;27,36;51,69;48,31
2023;B;7;ADAPTICO;300;17/05/2023;24/07/2023;31/08/2023;75,00;18,67;81,33;21,27;34,40;65,60
2023;B;8;KWS HYPOLITO;350;17/05/2023;26/07/2023;19/09/2023;56,68;34,17;65,83;21,78;51,56;48,44
2023;B;9;KWS LUSITANO;330;17/05/2023;26/07/2023;19/09/2023;57,33;32,09;67,91;22,94;49,95;50,05
2023;B;10;LG 30.378;300;17/05/2023;26/07/2023;19/09/2023;57,37;31,26;68,74;22,14;52,52;47,48
2023;B;11;SY ARNOLD;350;17/05/2023;26/07/2023;25/09/2023;64,26;38,31;61,69;28,91;56,25;43,75
2023;B;12;SY TORINO;300;17/05/2023;24/07/2023;19/09/2023;57,25;35,40;64,60;25,13;51,88;48,12
2023;B;13;EXPERTICE;400;17/05/2023;30/07/2023;25/09/2023;66,67;34,94;65,06;25,12;56,89;43,11
2023;B;14;KWS MIKAELO;430;17/05/2023;28/07/2023;19/09/2023;65,05;31,40;68,60;23,67;49,43;50,57
2023;B;15;LG 31.651;600;17/05/2023;31/07/2023;25/09/2023;56,80;31,97;68,03;20,42;50,41;49,59
2023;B;16;LID6130C;400;17/05/2023;31/07/2023;25/09/2023;64,01;26,15;73,85;23,36;43,25;56,75
2023;B;17;FREEMAN;400;17/05/2023;31/07/2023;25/09/2023;63,87;32,50;67,50;24,41;52,92;47,08
2023;B;18;MAS 576.N;500;17/05/2023;04/08/2023;25/09/2023;65,68;32,38;67,62;22,86;53,91;46,09
2023;C;1;ES BOND;260;17/05/2023;24/07/2023;31/08/2023;51,43;30,99;69,01;18,72;47,87;52,13
2023;C;2;CONBRIO;280;17/05/2023;24/07/2023;31/08/2023;46,27;32,97;67,03;15,65;51,62;48,38
2023;C;3;TRADUXIO;400;17/05/2023;26/07/2023;19/09/2023;72,42;25,51;74,49;24,83;47,66;52,34
2023;C;4;FABIO;300;17/05/2023;30/07/2023;19/09/2023;55,61;27,53;72,47;20,90;44,66;55,34
2023;C;5;GRANARIS;300;17/05/2023;26/07/2023;31/08/2023;61,48;33,75;66,25;20,03;52,36;47,64
2023;C;6;SOLANDRI;300;17/05/2023;26/07/2023;19/09/2023;65,57;34,17;65,83;24,18;55,50;44,50
2023;C;7;ADAPTICO;300;17/05/2023;24/07/2023;31/08/2023;83,41;22,22;77,78;24,32;38,91;61,09
2023;C;8;KWS HYPOLITO;350;17/05/2023;24/07/2023;19/09/2023;65,76;36,61;63,39;23,26;59,29;40,71
2023;C;9;KWS LUSITANO;330;17/05/2023;24/07/2023;19/09/2023;64,69;29,98;70,02;23,39;51,73;48,27
2023;C;10;LG 30.379;300;17/05/2023;26/07/2023;19/09/2023;58,87;25,19;74,81;20,99;46,77;53,23
2023;C;11;SY ARNOLD;350;17/05/2023;28/07/2023;25/09/2023;68,72;33,15;66,85;27,66;52,06;47,94
2023;C;12;SY TORINO;300;17/05/2023;24/07/2023;19/09/2023;60,50;30,13;69,87;22,66;50,64;49,36
2023;C;13;EXPERTICE;400;17/05/2023;30/07/2023;25/09/2023;88,56;34,02;65,98;31,94;55,89;44,11
2023;C;14;KWS MIKAELO;430;17/05/2023;28/07/2023;19/09/2023;69,36;30,75;69,25;23,79;50,99;49,01
2023;C;15;LG 31.652;600;17/05/2023;02/08/2023;25/09/2023;69,59;37,98;62,02;25,34;58,35;41,65
2023;C;16;LID6130C;400;17/05/2023;31/07/2023;25/09/2023;64,34;36,94;63,06;24,56;59,43;40,57
2023;C;17;FREEMAN;400;17/05/2023;31/07/2023;25/09/2023;66,90;31,82;68,18;25,83;52,39;47,61
2023;C;18;MAS 576.N;500;17/05/2023;07/08/2023;25/09/2023;67,41;32,80;67,20;22,00;54,95;45,05
2023;D;1;ES BOND;260;17/05/2023;20/07/2023;31/08/2023;51,93;39,02;60,98;20,05;56,10;43,90
2023;D;2;CONBRIO;280;17/05/2023;22/07/2023;31/08/2023;61,27;32,61;67,39;20,57;51,48;48,52
2023;D;3;TRADUXIO;400;17/05/2023;28/07/2023;19/09/2023;66,81;36,25;63,75;25,80;58,44;41,56
2023;D;4;FABIO;300;17/05/2023;30/07/2023;19/09/2023;52,65;32,90;67,10;19,98;50,70;49,30
2023;D;5;GRANARIS;300;17/05/2023;26/07/2023;31/08/2023;58,60;30,14;69,86;18,86;45,63;54,37
2023;D;6;SOLANDRI;300;17/05/2023;26/07/2023;19/09/2023;64,25;32,24;67,76;27,06;48,26;51,74
2023;D;7;ADAPTICO;300;17/05/2023;21/07/2023;31/08/2023;64,03;27,00;73,00;19,42;42,99;57,01
2023;D;8;KWS HYPOLITO;350;17/05/2023;28/07/2023;19/09/2023;56,98;36,94;63,06;23,01;54,04;45,96
2023;D;9;KWS LUSITANO;330;17/05/2023;28/07/2023;19/09/2023;64,75;36,49;63,51;24,44;57,97;42,03
2023;D;10;LG 30.380;300;17/05/2023;28/07/2023;19/09/2023;56,18;30,62;69,38;21,57;50,53;49,47
2023;D;11;SY ARNOLD;350;17/05/2023;31/07/2023;25/09/2023;58,69;41,26;58,74;26,22;59,38;40,62
2023;D;12;SY TORINO;300;17/05/2023;28/07/2023;19/09/2023;46,44;35,66;64,34;19,07;54,92;45,08
2023;D;13;EXPERTICE;400;17/05/2023;28/07/2023;25/09/2023;74,92;34,30;65,70;27,89;56,33;43,67
2023;D;14;KWS MIKAELO;430;17/05/2023;26/07/2023;19/09/2023;63,18;31,25;68,75;23,43;47,84;52,16
2023;D;15;LG 31.653;600;17/05/2023;31/07/2023;25/09/2023;77,03;33,80;66,20;29,89;51,36;48,64
2023;D;16;LID6130C;400;17/05/2023;28/07/2023;25/09/2023;75,95;36,78;63,22;32,74;54,91;45,09
2023;D;17;FREEMAN;400;17/05/2023;28/07/2023;25/09/2023;68,04;31,66;68,34;25,76;53,99;46,01
2023;D;18;MAS 576.N;500;17/05/2023;31/07/2023;25/09/2023;67,08;36,67;63,33;25,85;56,33;43,67